Geneid	Chr	Start	End	Strand	Length	SRR20959676_C	SRR20959677_C	SRR20959678_C	SRR20959679_C	SRR20959680_A	SRR20959681_A	SRR20959682_A
ENSB:WaAB4vWk4dty94s	Chromosome	1778496	1779104	-	609	0	0	1	0	2	0	0
ENSB:kqs5rDh4BODJL1l	Chromosome	1779246	1779602	-	357	12	0	28	10	4	12	14
ENSB:FcBDkB5tCdzPmz3	Chromosome	1779649	1779849	-	201	18	0	6	0	0	0	4
ENSB:1hWbY2gXCpCBiSo	Chromosome	1779878	1780438	-	561	110	6	12	28	40	28	56
ENSB:AgAYg037oNddaDt	Chromosome	1780634	1782127	-	1494	76	54	14	72	77	107	157
ENSB:3j5CatqyUbyE_RJ	Chromosome	1782553	1784490	-	1938	800	138	459	1222	481	1262	3631
ENSB:XUQy8ZkHjCuv1V4	Chromosome	1784903	1785823	-	921	160	56	10	90	150	63	319
ENSB:Mdl2awCjbYwsAmo	Chromosome	1785823	1787223	-	1401	270	99	199	108	236	162	570
ENSB:aJ-Vh_f-CVu5MQ8	Chromosome	1787224	1787694	-	471	12	6	58	4	36	12	883
ENSB:GpoGFstSv4ZHfqj	Chromosome	1787904	1788929	-	1026	834	388	1295	270	649	609	1424
ENSB:acBgbnHKm1y2x8Q	Chromosome	1789099	1789722	-	624	34	10	0	12	22	8	116
ENSB:GPQ8Czdm1_cBVL3	Chromosome	1789738	1790610	-	873	83	3	1	18	9	28	134
ENSB:Q-Pz1irYQzGJvQK	Chromosome	1790626	1793256	-	2631	443	95	128	206	249	272	1251
ENSB:hXeJKIAr5bcGoiI	Chromosome	1793550	1795037	-	1488	11	16	18	2	2	4	190
ENSB:Q_f5Qjz2uce4AOv	Chromosome	1795536	1797200	-	1665	429	134	239	165	394	496	732
ENSB:JOpydv4ml0Tvywv	Chromosome	1797197	1797901	-	705	0	0	25	0	12	13	53
ENSB:Hv47tICR3CSjQVL	Chromosome	1798291	1799559	-	1269	5794	1130	3921	1827	2554	3610	9482
ENSB:DVQBcNaB2KzsInW	Chromosome	1799608	1800729	-	1122	3164	736	2078	1131	1431	1485	4806
ENSB:3JB9KQyMBbXNZ6-	Chromosome	1801077	1802438	+	1362	574	159	24	331	467	502	1057
ENSB:CsQ3ADpFg8ZEg2b	Chromosome	1802471	1803277	-	807	0	0	0	0	0	0	1
ENSB:lj4gObSyOc-H4GT	Chromosome	1803295	1804122	-	828	0	0	0	0	0	0	0
ENSB:TXu7hZUiZTyv2OP	Chromosome	1804763	1806520	-	1758	2995	460	1251	2315	2202	1348	3013
ENSB:V3KQJ6vcDnms3Wk	Chromosome	1806542	1807510	-	969	334	61	157	218	209	206	401
ENSB:1noW_D2y9nRLDLR	Chromosome	1807779	1808723	-	945	510	56	58	91	167	84	209
ENSB:rjRUhD9mfUyPFMt	Chromosome	1808723	1809580	-	858	165	71	309	48	106	76	257
ENSB:MDe3Qc5aQVrKBco	Chromosome	1809775	1811004	-	1230	314	54	125	100	115	112	386
ENSB:VL0BS6PIjtvP7QT	Chromosome	1811454	1814651	-	3198	2380	1141	1637	919	2229	1455	3710
ENSB:zud5WULVm94ILrp	Chromosome	1814672	1815613	-	942	529	160	361	126	245	120	824
ENSB:EY-GI7jkwfVGRRV	Chromosome	1815874	1817172	-	1299	200	51	76	71	133	89	756
ENSB:4pahj_fl9t0rk31	Chromosome	1817377	1817790	+	414	223	58	136	126	220	64	363
ENSB:N1wYMTMCsxGhCiE	Chromosome	1818095	1818784	-	690	61	32	13	52	48	33	158
ENSB:mLpkO0QNM5M6BSB	Chromosome	1818959	1820014	+	1056	86	8	33	28	78	25	76
ENSB:enjnSOpby3QkllB	Chromosome	1820330	1821448	-	1119	1412	392	535	583	1046	617	1630
ENSB:umAp5jVsfG3IAcZ	Chromosome	1821589	1822089	+	501	7818	794	1938	5462	3939	1630	3574
ENSB:9HXmTqE1nQU2ghC	Chromosome	1822335	1823537	-	1203	2795	825	373	976	2485	2232	4059
ENSB:H_jVqjbwl11zD8N	Chromosome	1823625	1824572	-	948	225	256	355	54	277	349	479
ENSB:oR5-VcTPC5SSinH	Chromosome	1824695	1825189	-	495	372	85	73	129	276	108	371
ENSB:YpNWv8OcsFjCXHM	Chromosome	1825287	1826057	-	771	119	6	202	43	110	64	164
ENSB:UAkDHulAs7Q-gbw	Chromosome	1826101	1827324	-	1224	41	0	27	11	2	12	139
ENSB:aEnNxwBzwKYf-iT	Chromosome	1827324	1828490	-	1167	0	0	6	1	6	7	0
ENSB:0SzYCuEz639wBfl	Chromosome	1828835	1830529	-	1695	426	79	222	383	181	259	664
ENSB:Y3aqs_QYgO9ERMQ	Chromosome	1830666	1831130	+	465	22	9	23	68	54	51	60
ENSB:o-ptzNvHPb2v3Ed	Chromosome	1831374	1831976	+	603	259	16	80	234	193	123	1045
ENSB:agE2-WB8bCBQNUn	Chromosome	1832192	1832935	-	744	37	25	44	9	22	29	41
ENSB:HLOuTNq-AXP7F9m	Chromosome	1833015	1833461	+	447	457	127	98	93	296	290	2318
ENSB:WwVCc7nfdhnCcb5	Chromosome	1833575	1834735	+	1161	210	75	217	113	245	157	4418
ENSB:2ZqiEiz4mL1LP_I	Chromosome	1834722	1836326	+	1605	222	52	348	210	344	75	6303
ENSB:qBfHN6q7qIgM11L	Chromosome	1836476	1837606	-	1131	47	2	18	10	22	12	53
ENSB:8xgt6K-Xe2t5TjC	Chromosome	1837713	1839179	-	1467	106	38	64	73	138	106	248
ENSB:842FHiznmMa3quG	Chromosome	1839307	1839924	-	618	1	0	3	0	4	0	22
ENSB:eqFKjGsP1RgPnFS	Chromosome	1840096	1841370	+	1275	139	48	28	98	114	91	481
ENSB:eJSHmXH74zOMvW9	Chromosome	1841464	1842726	-	1263	6	0	8	5	2	9	47
ENSB:izgIRAFjzIXbCMA	Chromosome	1843108	1844013	+	906	0	0	5	7	4	2	2
ENSB:Geavbi0rSOx-gGi	Chromosome	1844216	1846903	-	2688	91	10	12	8	7	12	26
ENSB:nzyCTlDj3lfhfn-	Chromosome	1847198	1848865	-	1668	610	100	385	1018	462	326	3605
ENSB:2pSON-7bbN9mrpJ	Chromosome	1849305	1851011	-	1707	384	118	680	808	1634	285	1644
ENSB:dX_WU9XdcFf6OBX	Chromosome	1851180	1851812	+	633	83	52	92	46	64	39	466
ENSB:ZxQUkWRrZRQhT18	Chromosome	1851837	1853006	+	1170	295	38	250	80	161	94	494
ENSB:RxKD8RFMJtgVr1U	Chromosome	1853104	1854093	-	990	26	16	10	24	78	78	259
ENSB:VdsWnexdNS3NNCQ	Chromosome	1854633	1855724	-	1092	43	13	42	5	22	13	21
ENSB:AK45VkuARSgzrfd	Chromosome	1856424	1857623	-	1200	106	30	145	47	132	239	300
ENSB:q1PL77J4M27IgWQ	Chromosome	1857697	1858188	-	492	204	88	260	166	140	191	419
ENSB:z1tv-kRFB4FstrE	Chromosome	1858262	1859575	-	1314	604	264	516	112	236	587	1038
ENSB:VUgMNgKlPVW37zo	Chromosome	1859599	1863423	-	3825	1226	502	323	828	761	1002	1502
ENSB:7DYJuWR9U8tvXQ3	Chromosome	1863444	1864040	-	597	20	8	4	18	6	13	6
ENSB:o3F-JshH2N_aa1G	Chromosome	1864069	1864926	-	858	18	6	1	28	9	2	42
ENSB:aDoPxx3YJT9_d07	Chromosome	1865026	1865337	-	312	6	0	9	6	22	6	149
ENSB:Ug6sM5CSavQjyt9	Chromosome	1865402	1866478	-	1077	658	224	699	432	540	288	2376
ENSB:TpPqdrkdc2Um5HE	Chromosome	1866562	1866876	+	315	10	8	34	0	10	6	0
ENSB:QT6f6Lgv4opJlz7	Chromosome	1867001	1867843	-	843	6	0	0	1	2	6	70
ENSB:DSVq6ZZDddz9Iqr	Chromosome	1868313	1868957	-	645	1131	72	218	115	315	270	692
ENSB:P4Xz9egvZWrS1VT	Chromosome	1868972	1869763	-	792	961	94	230	148	246	199	350
ENSB:R4YJgNDSPzW2xFD	Chromosome	1870313	1871161	-	849	263	87	2059	183	214	166	468
ENSB:MK5wlLdYAO3lbT9	Chromosome	1871165	1872574	-	1410	70	33	257	62	53	46	355
ENSB:btSCpcLMHGHZwLd	Chromosome	1873324	1873746	-	423	30	0	20	0	3	6	19
ENSB:sZCdcf_mq2lLgNx	Chromosome	1873763	1874458	-	696	302	18	235	0	41	193	160
ENSB:Zt9bAoCvIAHnAYu	Chromosome	1874455	1876116	-	1662	99	58	104	68	70	74	224
ENSB:x3dQxiXxXK9EqHU	Chromosome	1876523	1877791	+	1269	86	1	66	2	45	21	103
ENSB:km6kLCKn8DLjcce	Chromosome	1877908	1884468	-	6561	87	19	1557	43	29	71	74
ENSB:rgJlGPgAAGVbk6o	Chromosome	1884794	1885105	-	312	14	1	23	0	3	14	8
ENSB:mmxAFHgyzWYih77	Chromosome	1885127	1887544	-	2418	216	44	84	61	114	54	181
ENSB:ru-SG20HSIGMqGj	Chromosome	1887832	1889013	-	1182	110	59	74	76	76	39	190
ENSB:7x9diWF_GveDke9	Chromosome	1889123	1890076	+	954	42	18	21	18	84	26	227
ENSB:r2JHkAp3sHFe33K	Chromosome	1890073	1890636	+	564	23	0	12	8	16	0	57
ENSB:hPAhUk4soAzEJKX	Chromosome	1890756	1891157	-	402	14	12	4	8	14	14	174
ENSB:3qqQQvyYpXHMpAh	Chromosome	1891677	1891901	-	225	0	0	0	0	0	0	0
ENSB:YqnVG3tKfg4DfQe	Chromosome	1891898	1892389	-	492	0	0	0	0	0	0	0
ENSB:XTGVupim7cYBv3W	Chromosome	1892736	1893563	-	828	62	50	137	35	42	58	36
ENSB:eBWaG-UllukgKYS	Chromosome	1893797	1894798	+	1002	197	34	66	52	121	60	238
ENSB:EcVp27bBnj9n4sc	Chromosome	1894920	1895384	-	465	5	0	0	0	25	17	21
ENSB:CaRScD0kNwjveno	Chromosome	1895397	1896578	-	1182	43	8	9	118	60	30	201
ENSB:aQPQU64Ptrizeqb	Chromosome	1896589	1897221	-	633	66	12	120	117	63	19	90
ENSB:lwJWPxElLDCnTOQ	Chromosome	1897228	1898259	-	1032	80	10	91	184	69	14	352
ENSB:sYjQlFjF5A72qB1	Chromosome	1898752	1900254	-	1503	0	3	7	0	1	2	9
ENSB:KYBFp3_HxO-TfUq	Chromosome	1900777	1901091	+	315	4	0	10	0	2	4	7
ENSB:Dlj6nxjb9imM0vn	Chromosome	1901091	1902383	+	1293	55	0	0	36	26	41	31
ENSB:FGww1BW7PFYDL-W	Chromosome	1902401	1902796	+	396	0	0	0	0	0	1	5
ENSB:e9hmr4hrKTk_E6i	Chromosome	1903091	1903945	-	855	264	72	136	164	396	194	486
ENSB:U3suG6IYuljL_X_	Chromosome	1904221	1904445	-	225	8	0	0	0	1	0	4
ENSB:cTSw_hTcTsETQFN	Chromosome	1904644	1905114	+	471	2	0	0	0	7	1	4
ENSB:ydBImdY3pPnTogP	Chromosome	1905227	1905670	+	444	13	0	1	0	11	14	23
ENSB:PuqbVWTSNK7Nd4I	Chromosome	1905657	1906100	-	444	11	5	0	0	8	12	14
ENSB:b4XUzVKQrwDpjmm	Chromosome	1906396	1907031	+	636	22	9	0	2	2	6	6
ENSB:gpGc5w5S7lSHRzs	Chromosome	1907471	1908184	-	714	154	4	8	40	88	90	440
ENSB:Px4rTVk5PRfHNyF	Chromosome	1908444	1908746	+	303	0	0	0	0	0	0	0
ENSB:u9N_zh6ULnu1Cfv	Chromosome	1909002	1909367	+	366	6	3	0	13	0	2	16
ENSB:SK5ogZf7TJrJRLw	Chromosome	1909364	1909717	+	354	10	0	0	0	0	1	6
ENSB:Jjff5LB3dIq0rD9	Chromosome	1910272	1911096	+	825	0	0	0	0	0	0	14
ENSB:zri_3eaH0Ag8IBK	Chromosome	1911129	1911737	+	609	0	0	0	0	0	0	4
ENSB:bgKX5KCGNbvSXzd	Chromosome	1911800	1912633	-	834	52	6	46	74	74	14	63
ENSB:NZR95rawpKXu_G-	Chromosome	1912845	1913753	-	909	85	29	24	12	19	24	78
ENSB:gG48xGHzga9fhcG	Chromosome	1913878	1915071	-	1194	80	27	5	57	44	58	186
ENSB:rF_2q7WW5lhE3Mf	Chromosome	1915442	1917034	+	1593	3561	606	1716	4983	4099	1574	13867
ENSB:5o_cO_EOeEKU_J8	Chromosome	1917170	1917532	-	363	0	0	0	0	0	0	2
ENSB:FH2Mk9f4X06WW8p	Chromosome	1918030	1918800	-	771	65	34	7	22	32	73	9
ENSB:ow62VRu82R4ud3I	Chromosome	1918781	1919260	-	480	10	1	0	5	16	22	3
ENSB:HxkUuVk00om3PAe	Chromosome	1919320	1919577	+	258	183	31	106	100	107	68	98
ENSB:81Qxsv4LdlhLYzI	Chromosome	1919574	1920575	-	1002	294	69	128	119	147	145	478
ENSB:eZTU44LVhwsRttK	Chromosome	1920580	1922058	-	1479	178	18	62	62	52	76	190
ENSB:vhILg-_vZJoLRg3	Chromosome	1922217	1922699	-	483	0	0	2	0	0	0	0
ENSB:sXu5IhMtuaWbVzx	Chromosome	1923011	1923625	+	615	1094	428	634	2494	2032	682	8188
ENSB:yIDxuLk_Js0_uSZ	Chromosome	1923706	1924701	+	996	3185	662	1383	2161	1369	815	7856
ENSB:2o50m-H5tFVaI8i	Chromosome	1924777	1924932	+	156	0	0	0	0	0	0	3
ENSB:8xMLNQwaDYk0ZZM	Chromosome	1924933	1925403	+	471	2	0	0	0	0	0	1
ENSB:NMID2aCeKwvvKgU	Chromosome	1925444	1925788	+	345	0	0	0	6	0	0	1
ENSB:AH-gaXgkLogLn2A	Chromosome	1925886	1926437	+	552	1	0	0	8	6	0	10
ENSB:dDllB3IdfbpB6wF	Chromosome	1926655	1927296	-	642	2	0	3	2	0	6	1
ENSB:wThOehwApzHYM1s	Chromosome	1927597	1927773	-	177	0	0	0	0	0	2	8
ENSB:7Aar-X9W0tXYhnM	Chromosome	1927784	1928167	-	384	0	0	10	0	0	27	2
ENSB:kpLXAh8jhFmLLzO	Chromosome	1928771	1928914	-	144	0	0	0	0	0	0	0
ENSB:Q4j9E_-gFp4ikm3	Chromosome	1929784	1930161	-	378	0	0	0	0	0	0	0
ENSB:ExlDsLZIuOii1Ok	Chromosome	1930682	1934794	-	4113	1	12	5	0	5	5	0
ENSB:71MPLx1VGUcIRgV	Chromosome	1935644	1936843	-	1200	19	9	2	21	7	20	18
ENSB:bSgOGNv0XmVvAOf	Chromosome	1936836	1938392	-	1557	30	8	2	2	12	8	30
ENSB:f3QK9Gt5Kfx8Wns	Chromosome	1938755	1939474	-	720	0	0	0	0	2	0	0
ENSB:oaC5gQW6CB7Dqch	Chromosome	1939625	1940341	-	717	1	0	0	0	1	1	0
ENSB:XRJpIgjfTMGnH8y	Chromosome	1940499	1941218	-	720	0	0	0	0	5	0	0
ENSB:Ivj6gyDeDBGiZH-	Chromosome	1941339	1942058	-	720	18	0	0	0	1	20	0
ENSB:3Yo6EdsMhL1aKQJ	Chromosome	1942116	1942838	-	723	8	0	0	1	2	4	46
ENSB:-Quz1m6YSLr4rdh	Chromosome	1942963	1943670	-	708	0	1	1	0	0	0	4
ENSB:xygBJvaxoYciepH	Chromosome	1944634	1945200	+	567	0	0	0	0	1	0	1
ENSB:5C6PMEutzRjw9Zs	Chromosome	1945674	1946372	-	699	0	0	0	2	0	4	0
ENSB:Y6tfeNua3Q93coK	Chromosome	1946369	1947130	-	762	0	0	0	0	0	0	0
ENSB:fn3fVxX_cjsotSJ	Chromosome	1947127	1947819	-	693	5	1	0	4	3	3	1
ENSB:J2Wehe2EPLa6_uU	Chromosome	1947842	1949215	-	1374	1	3	0	0	0	0	0
ENSB:H-cuCwYEgDdrSL8	Chromosome	1949225	1949743	-	519	0	0	0	0	0	0	0
ENSB:9Ab3IH2qod11Zk2	Chromosome	1949759	1951003	-	1245	0	0	0	0	1	1	1
ENSB:ANKSV2oUw2IOX2b	Chromosome	1950996	1953989	-	2994	3	0	0	1	0	0	0
ENSB:uvznud4SWt2QnDI	Chromosome	1954054	1954197	-	144	0	0	0	0	0	0	0
ENSB:ISM0-33Zlt4ozyS	Chromosome	1955319	1956302	-	984	11	6	1	1	2	6	7
ENSB:lFrKv8qXJDzwj8F	Chromosome	1956304	1957239	-	936	0	8	0	0	4	0	8
ENSB:RLtu730wp7gSt3X	Chromosome	1958122	1958577	+	456	1	0	0	0	4	0	1
ENSB:lx-AKcEFBBIPOOv	Chromosome	1958590	1959231	+	642	0	2	0	0	0	0	1
ENSB:8Bmiq4VDwBB8OIs	Chromosome	1961834	1962388	-	555	0	0	0	0	1	0	9
ENSB:D6YOdfAXift2k-k	Chromosome	1962711	1964111	-	1401	247	38	45	92	162	50	545
ENSB:GsLibzR7lWcgG5t	Chromosome	1964135	1965058	-	924	168	14	57	12	22	46	292
ENSB:3nee6YPlYI--U4y	Chromosome	1965116	1966153	-	1038	88	24	69	48	81	48	492
ENSB:-s6r8ASTy_-moFO	Chromosome	1966416	1966919	+	504	602	92	10	146	392	112	0
ENSB:FdsoFCA6G6ebGHQ	Chromosome	1967043	1968266	-	1224	33	38	30	37	40	138	61
ENSB:Cwkg4S_30Gohlid	Chromosome	1968259	1968999	-	741	48	7	23	26	37	39	101
ENSB:S7iLYSTM_vTgngw	Chromosome	1969133	1969555	+	423	24	10	12	20	18	6	7
ENSB:ScIK-7xxRJUJupD	Chromosome	1969697	1970062	+	366	692	70	142	496	617	198	1272
ENSB:MOsZ56PGogS911k	Chromosome	1970795	1971352	+	558	4	2	12	0	1	0	4
ENSB:dUkUa_CCUPB-6_n	Chromosome	1971557	1972519	+	963	194	184	246	56	51	104	353
ENSB:8-gmgq0ANn8ixyw	Chromosome	1972640	1973581	-	942	282	44	120	122	108	87	786
ENSB:FnoDSerxwUxkA4Q	Chromosome	1973578	1976514	-	2937	974	222	904	513	555	617	2167
ENSB:sef9wbXLhYJ6KY7	Chromosome	1976504	1977700	-	1197	50	16	83	15	57	53	164
ENSB:WIa1PtnmsTbIg60	Chromosome	1978472	1978816	-	345	12	0	4	0	0	2	8
ENSB:rt0cr-BclcnFKBH	Chromosome	1978885	1980009	-	1125	2	0	18	2	10	6	23
ENSB:1-1mPuLuQBXXQIE	Chromosome	1980188	1980652	-	465	17	0	0	4	20	4	12
ENSB:0I3y7CTCay80TX6	Chromosome	1981008	1981631	-	624	16	0	1	4	4	14	8
ENSB:NEe4jtxejQ76u76	Chromosome	1981653	1982765	-	1113	181	24	22	114	105	32	261
ENSB:XyDeMWwrW7m4d14	Chromosome	1982928	1983749	+	822	48	13	16	28	26	30	98
ENSB:zVmKwV0rRUIWKZf	Chromosome	1984212	1985597	-	1386	370	56	675	304	266	68	1746
ENSB:UmdImDvibho3sTC	Chromosome	1985793	1986188	-	396	13	0	4	2	0	8	0
ENSB:NJ8DCh9xxAfFRXd	Chromosome	1986965	1987117	-	153	228	8	44	18	35	30	31
ENSB:5hLdmq8I0SMwhJ4	Chromosome	1987142	1987741	-	600	414	86	78	90	140	79	127
ENSB:l056-sE3Q_aaapX	Chromosome	1987900	1988370	-	471	7	0	9	0	5	9	8
ENSB:EJ7f2zC_pPYjuh0	Chromosome	1988375	1989502	-	1128	82	13	70	20	24	26	150
ENSB:JEvBwkZgB-vyxYp	Chromosome	1989653	1990381	-	729	21	2	13	10	4	3	52
ENSB:B9OrTtqJbAMINaT	Chromosome	1990368	1991825	-	1458	250	57	251	120	130	82	884
ENSB:eVh1WIexFIlg1cC	Chromosome	1992083	1993144	-	1062	68	0	57	10	30	24	154
ENSB:7AoJOLx5wuQsiRy	Chromosome	1993637	1994956	+	1320	6	0	0	2	6	0	60
ENSB:oOsVlUwDAi7C8rS	Chromosome	2003464	2003910	-	447	1024	101	358	123	169	396	2493
ENSB:4Ra1Z5y5YETtCr0	Chromosome	2004007	2004966	-	960	109	29	65	81	110	85	364
ENSB:E8rjYaUcIO3cqeH	Chromosome	2004963	2005418	-	456	16	0	3	4	5	1	9
ENSB:rV2sX0oKa8jFe2U	Chromosome	2005499	2006788	+	1290	292	58	96	154	140	116	466
ENSB:8Sl-Yn05Tx-0rCv	Chromosome	2007030	2008175	+	1146	64	10	92	32	62	38	142
ENSB:bDsjgL-MO8jgaCa	Chromosome	2008366	2010102	-	1737	506	99	242	234	388	290	1038
ENSB:NK7JApuaZ-Db6Ej	Chromosome	2010393	2010935	-	543	28	0	10	7	4	10	41
ENSB:wPFa-NJWlR5GyJ0	Chromosome	2011237	2012274	-	1038	41	4	16	6	21	38	50
ENSB:f6iNXBoI3w4Y360	Chromosome	2012426	2013403	+	978	495	84	274	570	523	350	1070
ENSB:Tf90II65kG4p11B	Chromosome	2013664	2014500	-	837	11	1	74	3	4	19	14
ENSB:mFl1iTat0cZX5sk	Chromosome	2014509	2016026	-	1518	14	10	44	20	53	33	52
ENSB:T2BIIotJsKpRQO9	Chromosome	2016041	2016355	-	315	0	0	0	1	7	4	0
ENSB:HIVB-5uQgoDW4Rd	Chromosome	2016333	2017151	-	819	2	0	27	0	3	4	6
ENSB:X-dvjqIXDQrpfbB	Chromosome	2017412	2018221	-	810	282	150	243	48	54	80	590
ENSB:1pHZkWX_VOdhYc5	Chromosome	2018562	2019077	-	516	544	20	80	93	214	192	121
ENSB:HbbqoWANcP0682j	Chromosome	2019208	2019369	-	162	5	1	6	4	4	0	1
ENSB:OTN2Bhg_F_Bul5q	Chromosome	2019593	2020744	+	1152	112	43	18	75	76	46	100
ENSB:plV6f78BwmzxJ9O	Chromosome	2021004	2021534	-	531	28	0	0	12	16	8	96
ENSB:amLDSXRVLKUV3Dd	Chromosome	2021624	2022871	-	1248	56	10	60	18	20	8	86
ENSB:tmg0O_Am_I89yhG	Chromosome	2022883	2023089	-	207	0	0	0	0	0	0	3
ENSB:z1Q71RuHzibDlTH	Chromosome	2023230	2023694	+	465	0	3	4	0	2	4	24
ENSB:x-iTJAXDxZdp01J	Chromosome	2023701	2023976	+	276	0	0	7	0	3	0	10
ENSB:Z-aC2F_XA_H8C61	Chromosome	2024254	2025471	+	1218	49	26	87	40	44	32	84
ENSB:VPTwneSA7XL9rV_	Chromosome	2025587	2026216	-	630	85	94	54	0	17	38	249
ENSB:VOXQHgyecyTD6W_	Chromosome	2026206	2027249	-	1044	166	27	91	11	22	73	284
ENSB:H2-OpXNaumAf6sl	Chromosome	2027246	2027947	-	702	73	28	55	6	10	53	103
ENSB:M3S8ZkNUnHntxNP	Chromosome	2027962	2028348	-	387	0	2	2	0	2	2	9
ENSB:5lABtrl2Pu0AZHk	Chromosome	2028565	2029323	-	759	40	16	5	24	8	1	49
ENSB:nYDkQUFXR6i4_gn	Chromosome	2029851	2030837	+	987	16	8	0	2	17	10	18
ENSB:Bd9wzw3OuwNKsIz	Chromosome	2031386	2031799	-	414	4	7	2	6	4	4	2
ENSB:mmha1T8TxoX-v8f	Chromosome	2032024	2032755	-	732	34	8	62	17	22	24	27
ENSB:A0QDkWsRbwO_4UE	Chromosome	2032757	2034070	-	1314	55	14	56	20	23	29	96
ENSB:68HbT890S5YB7HZ	Chromosome	2034362	2034862	+	501	2683	246	494	236	685	310	3020
ENSB:qcec5atjNuq38Sp	Chromosome	2035251	2035805	+	555	63	12	26	22	14	8	6
ENSB:AGrZifDEYgWvC9N	Chromosome	2035873	2036943	-	1071	246	44	20	159	85	39	191
ENSB:TuEZXE8DcwbR1bs	Chromosome	2037190	2037720	-	531	73	69	364	23	27	42	77
ENSB:obixCeJozUnDn7x	Chromosome	2037890	2039251	-	1362	481	99	20	34	54	99	104
ENSB:PiYl821YEhSusPC	Chromosome	2039332	2040279	-	948	85	10	20	22	20	14	68
ENSB:OXF7BzYHpKHZi_4	Chromosome	2041048	2042475	-	1428	855	225	655	718	443	386	3121
ENSB:QJDoMMISfedWVE2	Chromosome	2042488	2043945	-	1458	615	188	630	599	331	254	2452
ENSB:lwIkWygLogH6p0u	Chromosome	2043947	2044249	-	303	2	2	0	7	0	0	3
ENSB:ayBnND9yW6i3YJy	Chromosome	2044616	2046154	+	1539	277	59	236	130	124	62	315
ENSB:mUxDdohDOStWrn8	Chromosome	2046243	2047442	-	1200	42	44	56	26	48	24	281
ENSB:dvrxw6PkWcu7wgB	Chromosome	2047455	2049458	-	2004	159	32	137	81	86	68	441
ENSB:OpCinifXLrGRF05	Chromosome	2049462	2051654	-	2193	75	20	65	47	68	67	242
ENSB:7N7zxNyvgJZKrgg	Chromosome	2051651	2052343	-	693	22	0	0	1	0	7	36
ENSB:HesLHMKZaCE4jgS	Chromosome	2052515	2052817	-	303	32	0	6	8	12	4	15
ENSB:6j0tp-ddUBN9cMf	Chromosome	2052926	2054221	-	1296	44	8	70	18	9	10	188
ENSB:CCFyHC_1Qe0adEx	Chromosome	2055082	2056248	+	1167	0	1	0	1	0	4	12
ENSB:fQHXcd2dZ6PPPnq	Chromosome	2056279	2056605	+	327	2	0	8	0	0	0	4
ENSB:DFqSZIYAani4S5O	Chromosome	2056897	2057070	-	174	12	2	4	10	15	22	97
ENSB:xy2z_gHC0SWtNAV	Chromosome	2057051	2057653	-	603	17	14	33	34	40	44	83
ENSB:EEhVORtI68vQzVH	Chromosome	2057924	2058745	-	822	125	40	23	68	85	55	241
ENSB:47MAmvkLalg0WfO	Chromosome	2058738	2060207	-	1470	122	12	26	16	38	26	106
ENSB:s9OawJtQmBSl_VY	Chromosome	2060391	2061467	+	1077	73	0	73	30	33	8	185
ENSB:4vzN1dtjIfGTdEJ	Chromosome	2061487	2062281	+	795	24	6	1	13	14	1	88
ENSB:jo6U4Uiau9DOTkD	Chromosome	2062471	2064033	-	1563	434	138	326	162	352	145	581
ENSB:Bv0cdTVWVpHDfEJ	Chromosome	2064238	2065335	-	1098	9	0	33	16	21	10	9
ENSB:38RiazGoucIBxff	Chromosome	2065707	2066267	+	561	440	66	314	89	426	294	368
ENSB:WnOjcSr7zH9lnek	Chromosome	2066320	2067249	+	930	829	900	530	2712	4313	417	7429
ENSB:DsNZJ06Lno73G2f	Chromosome	2067669	2069048	+	1380	680	127	241	347	639	863	969
ENSB:gblx6a3i_Ikldmu	Chromosome	2069168	2070196	-	1029	56	17	30	14	27	12	843
ENSB:7bGWseOgUOQGouN	Chromosome	2070466	2070867	+	402	33	16	53	2	22	17	26
ENSB:fcAw8zACmqASGfd	Chromosome	2071440	2071613	-	174	2	2	11	4	5	0	0
ENSB:CsTvoavz79Shu9x	Chromosome	2071992	2073104	+	1113	25	1	12	4	16	10	85
ENSB:n5Y-JnBtx7__e3q	Chromosome	2073161	2074003	-	843	52	16	5	32	31	31	20
ENSB:tQcshO18y2ZuU4o	Chromosome	2074000	2074557	-	558	10	25	58	27	16	17	19
ENSB:dvd3Yk5OKNiP8YY	Chromosome	2074617	2075141	-	525	7	10	36	0	0	3	1
ENSB:lE3BkpcJhgBenip	Chromosome	2075262	2075825	+	564	1006	36	94	124	491	158	636
ENSB:BJddyyEuhPNKRM0	Chromosome	2075891	2076631	-	741	46	34	52	5	72	70	32
ENSB:ZcqZzFAWqZ_9Z9S	Chromosome	2076631	2077503	-	873	14	36	64	14	46	24	78
ENSB:XSKOVKqXyajXvBz	Chromosome	2077500	2078180	-	681	14	41	57	6	11	13	29
ENSB:QeExcmFcDE4BIYB	Chromosome	2078181	2079077	-	897	22	10	47	26	21	34	135
ENSB:pyHg6E_M1hsGfSe	Chromosome	2079074	2079454	-	381	0	2	0	0	0	0	6
ENSB:WhnQhL2MQUkVgpE	Chromosome	2079718	2079894	-	177	0	1	0	2	0	0	0
ENSB:v0jDRD1xsAvrx5A	Chromosome	2080435	2081721	+	1287	2188	461	168	1465	2148	1297	2859
ENSB:dQNh1U2riJTIDs8	Chromosome	2082045	2082335	-	291	2	4	5	4	0	3	1
ENSB:Inq4ybFDV57Vvyw	Chromosome	2082346	2084100	-	1755	10	1	1	3	2	13	51
